local gate - Source voltage	Si gate - Source voltage	Rxx1 - X	Rxx1 - Y	Rxx1 - R	Rxx1 - theta	Rxx2 - X	Rxx2 - Y	Rxx2 - R	Rxx2 - theta	Current - Drain_Current_I	Current - Y	Current - R	Current - theta_Drain_current	Si gate - Current	local gate - Current	
V	V	V	V	V	deg	V	V	V	deg	A	V	V	deg	A	A	
%megasweep	Current - Drain_Current_I:0.0	Current - Frequency:19.100137711	Current - Input configuration:A	Current - Output amplitude:9.9999999748e-07	Current - R:0.0	Current - Sensitivity:500 uV/pA	Current - Time constant:300 ms	Current - Value:0j	Current - Y:0.0	Current - theta_Drain_current:0.0	Magnet - Current field:0.0	Magnet - Field set point:8.0	Magnet - Persistent switch heater:0.0	Magnet - Rate:0.05	Magnet - SwitchHeaterDelay:20.0	Rxx1 - Frequency:13.1	Rxx1 - Input configuration:A-B	Rxx1 - Output amplitude:0.5	Rxx1 - R:0.0	Rxx1 - Sensitivity:1 mV/nA	Rxx1 - Time constant:300 ms	Rxx1 - Value:0j	Rxx1 - X:0.0	Rxx1 - Y:0.0	Rxx1 - theta:0.0	Rxx2 - Frequency:13.100039482	Rxx2 - Input configuration:A-B	Rxx2 - Output amplitude:0.0	Rxx2 - R:0.0	Rxx2 - Sensitivity:500 uV/pA	Rxx2 - Time constant:300 ms	Rxx2 - Value:0j	Rxx2 - X:0.0	Rxx2 - Y:0.0	Rxx2 - theta:0.0	Si gate - Current auto-range:True	Si gate - Current limit:1e-07	Si gate - Current:0.0	Si gate - Integration time (I):20 ms	Si gate - Measurement type:Current	Si gate - Output on:True	Si gate - Source type:Voltage	Si gate - Source voltage auto-range:False	Si gate - Source voltage range:21.0	Si gate - Source voltage:-2.4	local gate - Current auto-range:True	local gate - Current limit:1e-07	local gate - Current:0.0	local gate - Integration time (I):20 ms	local gate - Measurement type:Current	local gate - Output on:True	local gate - Source type:Voltage	local gate - Source voltage auto-range:False	local gate - Source voltage range:2.1	local gate - Source voltage:-1.0	

-1.000000000000000000e+00	-1.210000000000025278e+00	3.466733232926344499e-06	3.675990001283935271e-07	3.420657776587177068e-06	6.134857177734375000e+00	3.121130475847166963e-06	1.093670753959941067e-08	3.072640765822143294e-06	2.595113217830657959e-01	8.456942850898485631e-06	4.908268692815909162e-06	9.909106665872968733e-06	2.984817123413085938e+01	-1.907140889656488980e-09	-3.263046055579366111e-09
-1.000000000000000000e+00	-1.200000000000025491e+00	3.104527650066302158e-06	3.277860969319590367e-07	3.062380756091442890e-06	6.118701457977294922e+00	2.838827867890358903e-06	4.865303893097916443e-08	2.791766291920794174e-06	9.982901811599731445e-01	9.195186066790483892e-06	5.383173629525117576e-06	1.075526779459323734e-05	3.010016822814941406e+01	-1.874826072167934399e-09	-3.259017944401421119e-09
-1.000000000000000000e+00	-1.190000000000025704e+00	2.785952574413386174e-06	2.951614987978246063e-07	2.755248715402558446e-06	6.133088111877441406e+00	2.560948814789298922e-06	6.434396482291049324e-08	2.518787141525535844e-06	1.487022519111633301e+00	9.780948857951443642e-06	5.712383881473215297e-06	1.140509721153648570e-05	3.008774757385253906e+01	-1.842512031835497055e-09	-3.251213964716725968e-09
-1.000000000000000000e+00	-1.180000000000025917e+00	2.513925210223533213e-06	2.679460067156469449e-07	2.489842472641612403e-06	6.166870117187500000e+00	2.343173491681227461e-06	3.419146210603685176e-08	2.314106723133591004e-06	7.618051171302795410e-01	1.033211992762517184e-05	5.990394583932356909e-06	1.202216571982717142e-05	2.991254997253417969e+01	-1.811842009757924643e-09	-3.237516033038900787e-09
-1.000000000000000000e+00	-1.170000000000026130e+00	2.297070977874682285e-06	2.512872470106231049e-07	2.278804686284274794e-06	6.318838596343994141e+00	2.165953219446237199e-06	-2.037808499721904809e-08	2.141946424671914428e-06	-5.798403620719909668e-01	1.089832949219271541e-05	6.297105301200645044e-06	1.267796233150875196e-05	2.982552528381347656e+01	-1.779863034734319172e-09	-3.231368950196156220e-09
-1.000000000000000000e+00	-1.160000000000026343e+00	2.118011025231680833e-06	2.331085653395348345e-07	2.104793793478165753e-06	6.347656726837158203e+00	2.022669832513201982e-06	-3.650710311831062427e-08	2.000874928853590973e-06	-1.038893938064575195e+00	1.149363106378586963e-05	6.650361228821566328e-06	1.337077810603659600e-05	2.987788200378417969e+01	-1.746707001260006109e-09	-3.226702904868261612e-09
-1.000000000000000000e+00	-1.150000000000026557e+00	1.967977141248411499e-06	2.169482513636467047e-07	1.958699385795625858e-06	6.345643043518066406e+00	1.886283712337899487e-06	-2.183765390739722534e-09	1.862419367171241902e-06	-6.136924959719181061e-03	1.213774157804436982e-05	7.054505203996086493e-06	1.415010501659708098e-05	2.995615196228027344e+01	-1.716078945612764528e-09	-3.225685940577704969e-09
-1.000000000000000000e+00	-1.140000000000026770e+00	1.839617766563605983e-06	2.046436264890871826e-07	1.831915824368479662e-06	6.405636310577392578e+00	1.767517687767394818e-06	1.737848087657312135e-08	1.758763801262830384e-06	5.526117682456970215e-01	1.293406421609688550e-05	7.491133146686479449e-06	1.507567139924503863e-05	2.983835983276367188e+01	-1.681784045359790980e-09	-3.220897104583286819e-09
-1.000000000000000000e+00	-1.130000000000026983e+00	1.735677642500377260e-06	1.913912797135708388e-07	1.730025473989371676e-06	6.328400611877441406e+00	1.698386085990932770e-06	9.678304380145164032e-09	1.684146127445274033e-06	3.423802852630615234e-01	1.382485243084374815e-05	7.923351404315326363e-06	1.606793921382632107e-05	2.957013893127441406e+01	-1.652587955369710926e-09	-3.222760946997027531e-09
-1.000000000000000000e+00	-1.120000000000027196e+00	1.646936880206339993e-06	1.793816863937536255e-07	1.641918402128794696e-06	6.262260437011718750e+00	1.621057890588417649e-06	-9.343028573027822858e-10	1.604618660167034250e-06	-4.651358351111412048e-02	1.470992174290586263e-05	8.363412234757561237e-06	1.705661270534619689e-05	2.944308090209960938e+01	-1.620610978747549780e-09	-3.219581046209896158e-09
-1.000000000000000000e+00	-1.110000000000027409e+00	1.565518346069438849e-06	1.708589678628413822e-07	1.561711087560979649e-06	6.270132064819335938e+00	1.535044020783971064e-06	1.942366489871005797e-09	1.523777768852596637e-06	5.964462086558341980e-02	1.540656739962287247e-05	8.777114089753013104e-06	1.781001083145383745e-05	2.956488037109375000e+01	-1.589474996066542190e-09	-3.209742027721063096e-09
-1.000000000000000000e+00	-1.100000000000027622e+00	1.498975052527384833e-06	1.662902775478869444e-07	1.498288838774897158e-06	6.375913143157958984e+00	1.485432107983797323e-06	8.942932616662346845e-09	1.476699821978399996e-06	4.234204590320587158e-01	1.579381387273315340e-05	9.038383723236620426e-06	1.822972626541741192e-05	2.974586486816406250e+01	-1.557583950706487030e-09	-3.206984899861708982e-09
-1.000000000000000000e+00	-1.090000000000027836e+00	1.439079028386913706e-06	1.618936664726788877e-07	1.438885988136462402e-06	6.438153266906738281e+00	1.448560624339734204e-06	4.914031137559504714e-08	1.436692741663136985e-06	2.074183225631713867e+00	1.588754093972966075e-05	9.069339284906163812e-06	1.828746280807536095e-05	2.971714401245117188e+01	-1.525565007653995053e-09	-3.201092946270023276e-09
-1.000000000000000000e+00	-1.080000000000028049e+00	1.385700784339860547e-06	1.493118872986087808e-07	1.385259679409500677e-06	6.164530277252197266e+00	1.356902885163435712e-06	4.876703485479083611e-08	1.344314341622521169e-06	2.000461578369140625e+00	1.577063812874257565e-05	8.910123142413794994e-06	1.807860280678141862e-05	2.949703025817871094e+01	-1.493967949350860636e-09	-3.195665065902630886e-09
-1.000000000000000000e+00	-1.070000000000028262e+00	1.340510038971842732e-06	1.393161852547564195e-07	1.342315613328537438e-06	5.947755813598632812e+00	1.279176899515732657e-06	2.115369035493586125e-08	1.264139427803456783e-06	1.040982246398925781e+00	1.540528865007217973e-05	8.633626748633105308e-06	1.757233985699713230e-05	2.939165496826171875e+01	-1.464517951355048808e-09	-3.194053022070875159e-09
-1.000000000000000000e+00	-1.060000000000028475e+00	1.309850176767213270e-06	1.365512787288025720e-07	1.313342522735183593e-06	5.964505195617675781e+00	1.158864165518025402e-06	4.212856907770401449e-08	1.142397195508237928e-06	2.154485702514648438e+00	1.463390799472108483e-05	8.215558409574441612e-06	1.665073978074360639e-05	2.951732635498046875e+01	-1.432371998788539713e-09	-3.187099917312252728e-09
-1.000000000000000000e+00	-1.050000000000028688e+00	1.291275907533417922e-06	1.359500032549476600e-07	1.295709125770372339e-06	6.032844543457031250e+00	1.073920770977565553e-06	7.474870500345787150e-08	1.072474219654395711e-06	4.081988811492919922e+00	1.348323803540552035e-05	7.591391749883769080e-06	1.527004133095033467e-05	2.971251106262207031e+01	-1.401321947369638110e-09	-3.183324048805502571e-09
-1.000000000000000000e+00	-1.040000000000028901e+00	1.276693637919379398e-06	1.412071384265800589e-07	1.282961306969809812e-06	6.336750507354736328e+00	1.023242816700076219e-06	6.128177432174197747e-08	1.010744995255663525e-06	3.399921178817749023e+00	1.211490598507225513e-05	6.853641480120131746e-06	1.371408598060952500e-05	2.989155197143554688e+01	-1.371956992457512570e-09	-3.185572916564183288e-09
-1.000000000000000000e+00	-1.030000000000029114e+00	1.268839127988030668e-06	1.467213195383010316e-07	1.277422597922850400e-06	6.598874568939208984e+00	9.898291182253160514e-07	5.768091071445269336e-08	9.926321808961802162e-07	3.370271444320678711e+00	1.071799579221988097e-05	6.068328730179928243e-06	1.210482969327131286e-05	2.999160385131835938e+01	-1.339432009750396446e-09	-3.172047069455175006e-09
-1.000000000000000000e+00	-1.020000000000029328e+00	1.272585336664633360e-06	1.526780550875628251e-07	1.281640834349673241e-06	6.859547138214111328e+00	9.855689313553739339e-07	5.170181793801020831e-08	9.807266678762971424e-07	2.999958992004394531e+00	9.261862942366860807e-06	5.236783181317150593e-06	1.044906184688443318e-05	2.999410820007324219e+01	-1.308676944589137747e-09	-3.178745933141158275e-09
-1.000000000000000000e+00	-1.010000000000029541e+00	1.274234932679974008e-06	1.546807624208668130e-07	1.283394112761016004e-06	6.920304298400878906e+00	9.394326525580254383e-07	2.515688812820826570e-08	9.348726734970114194e-07	1.432944655418395996e+00	7.959934009704738855e-06	4.534743766271276399e-06	8.999529200082179159e-06	3.017356109619140625e+01	-1.277669969823591600e-09	-3.171283902148047673e-09
-1.000000000000000000e+00	-1.000000000000029754e+00	1.271785208700748626e-06	1.501791331293134135e-07	1.280513856727338862e-06	6.724489688873291016e+00	9.144433761321124621e-07	-1.767128843255250104e-08	9.132946274803543929e-07	-1.276015877723693848e+00	6.986922471696743742e-06	4.029158844787161797e-06	7.943765922391321510e-06	3.036951446533203125e+01	-1.247462022568868178e-09	-3.169797979651889364e-09
-1.000000000000000000e+00	-9.900000000000299671e-01	1.269120730285067111e-06	1.490749497179422178e-07	1.276310626963095274e-06	6.719614982604980469e+00	9.297520477957732510e-07	-1.554340300913281681e-08	9.446044941796571948e-07	-9.484691023826599121e-01	6.284738446993287653e-06	3.634283984865760431e-06	7.166559953475371003e-06	3.034814834594726562e+01	-1.213841027691842100e-09	-3.166491957529160572e-09
-1.000000000000000000e+00	-9.800000000000301803e-01	1.261087618331657723e-06	1.485362872699624859e-07	1.268902110496128444e-06	6.714029788970947266e+00	9.171479291580908466e-07	-3.681332128024905614e-09	9.072333000403887127e-07	-2.245305031538009644e-01	5.751392109232256189e-06	3.333823087814380415e-06	6.583502454304834828e-06	3.038127517700195312e+01	-1.185276987669681148e-09	-3.161912065507976877e-09
-1.000000000000000000e+00	-9.700000000000303935e-01	1.255226948160270695e-06	1.481004261449925252e-07	1.262727664652629755e-06	6.732503414154052734e+00	8.678488825353269931e-07	1.942813554478561855e-08	8.676236689098004717e-07	1.292203426361083984e+00	5.342046733858296648e-06	3.107381871814141050e-06	6.128360382717801258e-06	3.041812705993652344e+01	-1.153552031674109912e-09	-3.153896921403998022e-09
-1.000000000000000000e+00	-9.600000000000306066e-01	1.248476792170549743e-06	1.487128571397988708e-07	1.256396558346750680e-06	6.801127910614013672e+00	8.625873419987328816e-07	4.537403697213449050e-08	8.640622013444954064e-07	3.050318002700805664e+00	4.976307081960840151e-06	2.906955842263414524e-06	5.706866431864909828e-06	3.058091163635253906e+01	-1.121913006940644664e-09	-3.152200056533160932e-09
-1.000000000000000000e+00	-9.500000000000308198e-01	1.243646579496271443e-06	1.502730100355620380e-07	1.251669232260610443e-06	6.899100303649902344e+00	8.912131761462660506e-07	5.304739403300118283e-08	8.933598110161256045e-07	3.265760898590087891e+00	4.597643965098541230e-06	2.772441121123847552e-06	5.318941930454457179e-06	3.142207527160644531e+01	-1.091704948663618779e-09	-3.149360106036169782e-09
-1.000000000000000000e+00	-9.400000000000310330e-01	1.232716499544039834e-06	1.496538715173301171e-07	1.239828748111904133e-06	6.927206516265869141e+00	8.843176715345180128e-07	9.081513319131317985e-09	8.793912229521083646e-07	4.408391714096069336e-01	4.277884727343916893e-06	2.705577799133607186e-06	5.022124696552054957e-06	3.259120178222656250e+01	-1.060401988439707566e-09	-3.135538051424191508e-09
-1.000000000000000000e+00	-9.300000000000312461e-01	1.222642708853527438e-06	1.413144303796798340e-07	1.229536565006128512e-06	6.585649490356445312e+00	8.473948582832235843e-07	-9.725243721447895950e-09	8.434669780399417505e-07	-4.605442583560943604e-01	4.026177066407399252e-06	2.574207883299095556e-06	4.744953457702649757e-06	3.276663589477539062e+01	-1.028931051472170566e-09	-3.132484049928052627e-09
-1.000000000000000000e+00	-9.200000000000314593e-01	1.213004566125164274e-06	1.413233832181504113e-07	1.219804175889294129e-06	6.678328514099121094e+00	8.274235483440861572e-07	4.437267975276881771e-08	8.250517566921189427e-07	3.260634660720825195e+00	3.826269676210358739e-06	2.350516069782315753e-06	4.457977865968132392e-06	3.165323448181152344e+01	-9.991438787437800784e-10	-3.128920900152820650e-09
-1.000000000000000000e+00	-9.100000000000316724e-01	1.202300268232647795e-06	1.449667053066150402e-07	1.208761318594042677e-06	6.898347377777099609e+00	7.823155101505108178e-07	4.130378883360208420e-08	7.780691362313518766e-07	2.915665864944458008e+00	3.666915517896995880e-06	2.191154862885014154e-06	4.251826339896069840e-06	3.097545051574707031e+01	-9.675042988988025172e-10	-3.132736958733062238e-09
-1.000000000000000000e+00	-9.000000000000318856e-01	1.186727786262053996e-06	1.474924573585667531e-07	1.193487150885630399e-06	7.101275920867919922e+00	7.845104619264020585e-07	3.127008696424127265e-08	7.878237511249608360e-07	2.345488548278808594e+00	3.566401801435858943e-06	2.168351556974812411e-06	4.163183348282473162e-06	3.140628814697265625e+01	-9.382663535006940947e-10	-3.119762004288872959e-09
-1.000000000000000000e+00	-8.900000000000320988e-01	1.174559542960196268e-06	1.454897358144080499e-07	1.181812535833159927e-06	7.067466735839843750e+00	7.964015367178944871e-07	2.156272671527403872e-08	7.983590535332041327e-07	1.407355189323425293e+00	3.490300741759710945e-06	2.143015990441199392e-06	4.081100541952764615e-06	3.162234115600585938e+01	-9.080995955201842662e-10	-3.111324087257116844e-09
-1.000000000000000000e+00	-8.800000000000323119e-01	1.167020400316687301e-06	1.461759353560410091e-07	1.174884687316080090e-06	7.166992664337158203e+00	7.740766250208253041e-07	-4.653633034479298658e-09	7.651990472368197516e-07	-3.023519814014434814e-01	3.393984798094606958e-06	2.034435510722687468e-06	3.941423983633285388e-06	3.100643730163574219e+01	-8.730475231644163614e-10	-3.111493951379884493e-09
-1.000000000000000000e+00	-8.700000000000325251e-01	1.157625888481561560e-06	1.471862276503088651e-07	1.165182652584917378e-06	7.250171661376953125e+00	7.352471698141016532e-07	1.136809668622618119e-08	7.329507525355438702e-07	8.927449584007263184e-01	3.287657591499737464e-06	1.928416850205394439e-06	3.796566033997805789e-06	3.048393249511718750e+01	-8.433453935197121609e-10	-3.102589074543971037e-09
-1.000000000000000000e+00	-8.600000000000327383e-01	1.147565399151062593e-06	1.441933363821590319e-07	1.155494260274281260e-06	7.152326107025146484e+00	6.940774710528785363e-07	1.329928789317591509e-08	6.889981705171521753e-07	1.070075392723083496e+00	3.197385694875265472e-06	1.905488375086861197e-06	3.707277528519625776e-06	3.095249557495117188e+01	-8.152868935518142735e-10	-3.106108925621242633e-09
-1.000000000000000000e+00	-8.500000000000329514e-01	1.138439074566122144e-06	1.408271543823502725e-07	1.145055307461007033e-06	7.065289020538330078e+00	6.815694746364897583e-07	9.640307219171972974e-09	6.826213052590901498e-07	6.006997227668762207e-01	3.084788659180048853e-06	1.884926973616529722e-06	3.594946974772028625e-06	3.159822654724121094e+01	-7.847423266760245042e-10	-3.106362944649276869e-09
-1.000000000000000000e+00	-8.400000000000331646e-01	1.125166704696312081e-06	1.405142313615215244e-07	1.132650481849850621e-06	7.124033451080322266e+00	6.873407301100087352e-07	-1.721084247341408968e-10	6.849424494248523843e-07	-2.787912450730800629e-02	2.958948471132316627e-06	1.813072913137148134e-06	3.454566240179701708e-06	3.159951782226562500e+01	-7.546189784157775193e-10	-3.098266088130685603e-09
-1.000000000000000000e+00	-8.300000000000333777e-01	1.115653731176280417e-06	1.403041238745572628e-07	1.122470166592393070e-06	7.174998760223388672e+00	6.889522410347126424e-07	3.632829148614291626e-08	6.920801070009474643e-07	3.092028141021728516e+00	2.889112693083006889e-06	1.768903530319221318e-06	3.382205250090919435e-06	3.152653694152832031e+01	-7.241586219564055682e-10	-3.086348066005939472e-09
-1.000000000000000000e+00	-8.200000000000335909e-01	1.106158720176608767e-06	1.403197700255987002e-07	1.113780740524816792e-06	7.239272594451904297e+00	6.978236797294812277e-07	4.240349227302431245e-08	6.923160640326386783e-07	3.477168798446655273e+00	2.859152345990878530e-06	1.764444391483266372e-06	3.354581167513970286e-06	3.172954368591308594e+01	-6.936137220137084114e-10	-3.087621047725974677e-09
-1.000000000000000000e+00	-8.100000000000338041e-01	1.097989184017933439e-06	1.403957838874703157e-07	1.105874048334953841e-06	7.289494991302490234e+00	6.749645535819581710e-07	4.079416981994654634e-08	6.754481205462070648e-07	3.207306385040283203e+00	2.818192797349183820e-06	1.746647967593162321e-06	3.308202622065437026e-06	3.185641098022460938e+01	-6.621005965712356556e-10	-3.090800948513106050e-09
-1.000000000000000000e+00	-8.000000000000340172e-01	1.090409796233871020e-06	1.379326022288296372e-07	1.097763174584542867e-06	7.211062431335449219e+00	6.701455390611954499e-07	2.219304739980998420e-08	6.682810749225609470e-07	1.943272352218627930e+00	2.767201749520609155e-06	1.729671794237219729e-06	3.253362592658959329e-06	3.211713027954101562e+01	-6.350528991561077419e-10	-3.088127087380598823e-09
-1.000000000000000000e+00	-7.900000000000342304e-01	1.078214495464635547e-06	1.362651715908214101e-07	1.084451128008367959e-06	7.207782268524169922e+00	6.370738674377207644e-07	-9.045750815062092443e-09	6.255945095290371682e-07	-1.085762619972229004e+00	2.688816493900958449e-06	1.709613343336968683e-06	3.172837523379712366e-06	3.260249328613281250e+01	-5.996207974590106460e-10	-3.071082943506553420e-09
-1.000000000000000000e+00	-7.800000000000344436e-01	1.063558556779753417e-06	1.327850043253420154e-07	1.069353174898424186e-06	7.135906219482421875e+00	6.169997845972829964e-07	-3.482625388073756767e-08	6.235848104552133009e-07	-3.344038486480712891e+00	2.593445969978347421e-06	1.674880991231475491e-06	3.075060249102534726e-06	3.298932647705078125e+01	-5.731626839811099217e-10	-3.068157061747456282e-09
-1.000000000000000000e+00	-7.700000000000346567e-01	1.051128720064298250e-06	1.325011282915511401e-07	1.057382405633688904e-06	7.192230224609375000e+00	6.645888674938760232e-07	-3.540963078307868273e-08	6.700391850245068781e-07	-2.813358306884765625e+00	2.529544644858106039e-06	1.645602424105163664e-06	3.012501565535785630e-06	3.309138488769531250e+01	-5.444297235257522516e-10	-3.067819109858760385e-09
-1.000000000000000000e+00	-7.600000000000348699e-01	1.037094079947564751e-06	1.310259136744207353e-07	1.042796043293492403e-06	7.209628105163574219e+00	6.919675001881842036e-07	-1.133233329397853595e-08	6.978154374337464105e-07	-1.147246360778808594e+00	2.509000978534459136e-06	1.616679355720407329e-06	2.982905016324366443e-06	3.277435302734375000e+01	-5.086611132298912707e-10	-3.066545017915700555e-09
-1.000000000000000000e+00	-7.500000000000350830e-01	1.023776917463692371e-06	1.273043466198942042e-07	1.029261284202220850e-06	7.103647708892822266e+00	6.823204898864787538e-07	-6.394163420964105171e-08	6.815914730395888910e-07	-5.656595230102539062e+00	2.503397581676836126e-06	1.568144739394483622e-06	2.952928070953930728e-06	3.201784515380859375e+01	-4.802229169875715797e-10	-3.058701958380538599e-09
-1.000000000000000000e+00	-7.400000000000352962e-01	1.010173605209274683e-06	1.250825931720100925e-07	1.015889893096755259e-06	7.082238197326660156e+00	6.404914643098891247e-07	-9.192378058742178837e-08	6.394807314791250974e-07	-8.294572830200195312e+00	2.500880555089679547e-06	1.516898805675737094e-06	2.923309466495993547e-06	3.123080253601074219e+01	-4.501000960832612918e-10	-3.052383901192001758e-09
-1.000000000000000000e+00	-7.300000000000355094e-01	9.966597644961439073e-07	1.233927946486801375e-07	1.001556483970489353e-06	7.063890457153320312e+00	6.024868071108357981e-07	-6.346330394535470987e-08	6.000299777042528149e-07	-5.910891532897949219e+00	2.479539261912577786e-06	1.509802132204640657e-06	2.897038257287931629e-06	3.144943237304687500e+01	-4.172379108879908927e-10	-3.050899977097287774e-09
-1.000000000000000000e+00	-7.200000000000357225e-01	9.824127573665464297e-07	1.243382712345919572e-07	9.883231086860178038e-07	7.248266220092773438e+00	5.680092272086767480e-07	-3.455803110341548745e-08	5.677487138200376648e-07	-3.343664169311523438e+00	2.420982127659954131e-06	1.545719214846030809e-06	2.863743929992779158e-06	3.272108459472656250e+01	-3.884630117578780073e-10	-3.042887053439358169e-09
-1.000000000000000000e+00	-7.100000000000359357e-01	9.712771316117141396e-07	1.291237907707909471e-07	9.778790399650461040e-07	7.602548599243164062e+00	5.592607408289040904e-07	-1.932308180130348774e-08	5.548278636524628382e-07	-2.079910278320312500e+00	2.370523134231916629e-06	1.550692445562162902e-06	2.828399146892479621e-06	3.322801589965820312e+01	-3.584237073805951468e-10	-3.042631036009879608e-09
-1.000000000000000000e+00	-7.000000000000361489e-01	9.540841574562364258e-07	1.272663610052404692e-07	9.594029961590422317e-07	7.615063190460205078e+00	5.420499178399040829e-07	-1.960247786314539553e-08	5.416549697656591889e-07	-2.093898534774780273e+00	2.351803686906350777e-06	1.508411855866143014e-06	2.792161239995039068e-06	3.264542007446289062e+01	-3.275839877137087797e-10	-3.036354945251673598e-09
-1.000000000000000000e+00	-6.900000000000363620e-01	9.398058864462655038e-07	1.221254564143237076e-07	9.454267910768976435e-07	7.409739017486572266e+00	5.402573037827096414e-07	-5.474612763123332115e-08	5.412713903751864564e-07	-6.071925163269042969e+00	2.342203515581786633e-06	1.470174879614205565e-06	2.763493284874130040e-06	3.210106277465820312e+01	-2.992726066963768972e-10	-3.033004958297169651e-09
-1.000000000000000000e+00	-6.800000000000365752e-01	9.231023909705982078e-07	1.182071969196840655e-07	9.270831924368394539e-07	7.320519447326660156e+00	5.266651896818075329e-07	-8.082390223762558890e-08	5.253209565125871450e-07	-8.683473587036132812e+00	2.327332822460448369e-06	1.435165245311509352e-06	2.730409278228762560e-06	3.167413902282714844e+01	-2.694020007076858292e-10	-3.029019923772580114e-09
-1.000000000000000000e+00	-6.700000000000367884e-01	9.049617801792919636e-07	1.145012760161989718e-07	9.098869782064866740e-07	7.201313972473144531e+00	4.902877321910636965e-07	-5.602911556934486725e-08	4.944753300151205622e-07	-6.252829551696777344e+00	2.294726073159836233e-06	1.411745074619830120e-06	2.687497499209712259e-06	3.169499588012695312e+01	-2.365402040904740488e-10	-3.024906103377134059e-09
-1.000000000000000000e+00	-6.600000000000370015e-01	8.931980346460477449e-07	1.131199383053171914e-07	8.985317663245950826e-07	7.231443405151367188e+00	4.886605324827542063e-07	-4.450679114142985782e-08	4.977308663001167588e-07	-4.982414245605468750e+00	2.250592615382629447e-06	1.420603098267747555e-06	2.657224513313849457e-06	3.235818099975585938e+01	-2.099137946798279586e-10	-3.034529960643794766e-09
-1.000000000000000000e+00	-6.500000000000372147e-01	8.814275815893779509e-07	1.109875853444464155e-07	8.866205121194070671e-07	7.182460784912109375e+00	4.840560450247721747e-07	-6.197020496756522334e-08	4.859643354393483605e-07	-7.384634494781494141e+00	2.231754478998482227e-06	1.452228616471984424e-06	2.663293798832455650e-06	3.308735656738281250e+01	-1.798747956138768700e-10	-3.026983996790022502e-09
-1.000000000000000000e+00	-6.400000000000374278e-01	8.684523891133721918e-07	1.059338501363527030e-07	8.725837119527568575e-07	6.964120388031005859e+00	5.085267957838368602e-07	-5.644709233365574619e-08	5.134633056513848715e-07	-6.143078804016113281e+00	2.233627583336783573e-06	1.482550942455418408e-06	2.680342731764540076e-06	3.361248016357421875e+01	-1.473920985262111572e-10	-3.016976002356841491e-09
-1.000000000000000000e+00	-6.300000000000376410e-01	8.518584877492685337e-07	1.066602806076843990e-07	8.555089721085096244e-07	7.170546054840087891e+00	5.072125190963561181e-07	-4.766062389194303250e-08	5.057799512542260345e-07	-5.066794872283935547e+00	2.206092631240608171e-06	1.490588601882336661e-06	2.654289801284903660e-06	3.417681503295898438e+01	-1.199230020842989575e-10	-3.011251026308059409e-09
-1.000000000000000000e+00	-6.200000000000378542e-01	8.327946829922439065e-07	1.043535888811675250e-07	8.361338359463843517e-07	7.158071994781494141e+00	4.828021360481216107e-07	-2.674386223588953726e-08	4.808271683032216970e-07	-3.310971736907958984e+00	2.141616732842521742e-06	1.465637410547060426e-06	2.586157279438339174e-06	3.448942184448242188e+01	-9.072659290509932362e-11	-3.009726023961434294e-09
-1.000000000000000000e+00	-6.100000000000380673e-01	8.153133990163041744e-07	1.040585431155705010e-07	8.185199362742423546e-07	7.300567150115966797e+00	4.735194636396045098e-07	-3.095269818231827230e-08	4.681733969391643768e-07	-3.586665391921997070e+00	2.103685801557730883e-06	1.421964384462626185e-06	2.537422460591187701e-06	3.401010894775390625e+01	-5.891807874913723708e-11	-3.013330029943972477e-09
-1.000000000000000000e+00	-6.000000000000382805e-01	7.968217801135324407e-07	1.022212288148693915e-07	8.003190714589436539e-07	7.344997406005859375e+00	4.469588645861222176e-07	-1.598149723669450850e-09	4.486353191168745980e-07	1.792036592960357666e-01	2.107313548549427651e-06	1.389471549373411108e-06	2.523510829632868990e-06	3.338209915161132812e+01	-3.132259035476536724e-11	-3.012945892777452173e-09
-1.000000000000000000e+00	-5.900000000000384937e-01	7.808916961948852986e-07	1.039467889540901524e-07	7.851397185731912032e-07	7.616478443145751953e+00	4.445828949428687338e-07	2.171024959807255073e-08	4.462451386189059122e-07	2.796969175338745117e+00	2.089876716127037071e-06	1.388219857290096115e-06	2.503620862626121379e-06	3.371789550781250000e+01	-2.926630942798325030e-12	-3.006674020866739738e-09
-1.000000000000000000e+00	-5.800000000000387068e-01	7.662088137294631451e-07	1.058176266610644234e-07	7.712292813266685698e-07	7.901136875152587891e+00	4.452512030184152536e-07	2.108663643696218060e-08	4.368104669083550107e-07	2.581685066223144531e+00	2.051235242106486112e-06	1.415113501934683882e-06	2.488111476850463077e-06	3.470479583740234375e+01	3.081987096087424050e-11	-3.005315107884598547e-09
-1.000000000000000000e+00	-5.700000000000389200e-01	7.509538022532069590e-07	1.040026660348303267e-07	7.547650398009864148e-07	7.896873474121093750e+00	3.884509567342320224e-07	-1.588985476530524465e-08	3.867209841246221913e-07	-2.384301185607910156e+00	2.033295686487690546e-06	1.409033870913845021e-06	2.472798996677738614e-06	3.467077636718750000e+01	5.605639910588600117e-11	-2.997766923584777032e-09
-1.000000000000000000e+00	-5.600000000000391331e-01	7.323884005927538965e-07	1.012466910310649837e-07	7.365741794274072163e-07	7.900232315063476562e+00	3.570914373085543048e-07	-2.373978702507884009e-08	3.521676603668311145e-07	-4.135358333587646484e+00	2.029614279308589175e-06	1.336455397904501297e-06	2.426421360723907128e-06	3.330842208862304688e+01	8.912937748961624607e-11	-2.988014946581074582e-09
