local gate - Source voltage	Si gate - Source voltage	Rxx1 - X	Rxx1 - Y	Rxx1 - R	Rxx1 - theta	Rxx2 - X	Rxx2 - Y	Rxx2 - R	Rxx2 - theta	Current - Drain_Current_I	Current - Y	Current - R	Current - theta_Drain_current	Si gate - Current	local gate - Current	
V	V	V	V	V	deg	V	V	V	deg	A	V	V	deg	A	A	
%megasweep	Current - Drain_Current_I:0.0	Current - Frequency:19.100137711	Current - Input configuration:A	Current - Output amplitude:9.9999999748e-07	Current - R:0.0	Current - Sensitivity:500 uV/pA	Current - Time constant:300 ms	Current - Value:0j	Current - Y:0.0	Current - theta_Drain_current:0.0	Magnet - Current field:0.0	Magnet - Field set point:8.0	Magnet - Persistent switch heater:0.0	Magnet - Rate:0.05	Magnet - SwitchHeaterDelay:20.0	Rxx1 - Frequency:13.1	Rxx1 - Input configuration:A-B	Rxx1 - Output amplitude:0.5	Rxx1 - R:0.0	Rxx1 - Sensitivity:1 mV/nA	Rxx1 - Time constant:300 ms	Rxx1 - Value:0j	Rxx1 - X:0.0	Rxx1 - Y:0.0	Rxx1 - theta:0.0	Rxx2 - Frequency:13.100039482	Rxx2 - Input configuration:A-B	Rxx2 - Output amplitude:0.0	Rxx2 - R:0.0	Rxx2 - Sensitivity:500 uV/pA	Rxx2 - Time constant:300 ms	Rxx2 - Value:0j	Rxx2 - X:0.0	Rxx2 - Y:0.0	Rxx2 - theta:0.0	Si gate - Current auto-range:True	Si gate - Current limit:1e-07	Si gate - Current:0.0	Si gate - Integration time (I):20 ms	Si gate - Measurement type:Current	Si gate - Output on:True	Si gate - Source type:Voltage	Si gate - Source voltage auto-range:False	Si gate - Source voltage range:21.0	Si gate - Source voltage:-2.4	local gate - Current auto-range:True	local gate - Current limit:1e-07	local gate - Current:0.0	local gate - Integration time (I):20 ms	local gate - Measurement type:Current	local gate - Output on:True	local gate - Source type:Voltage	local gate - Source voltage auto-range:False	local gate - Source voltage range:2.1	local gate - Source voltage:-1.0	

-1.000000000000000000e+00	4.999999999994786393e-02	1.129053543991176412e-06	1.450114126555490657e-07	1.143024178418272641e-06	7.289553642272949219e+00	8.603454375588626135e-07	-6.258488172150578066e-11	8.648694347357377410e-07	1.657003723084926605e-02	2.332368694624165073e-06	1.563745854582521133e-06	2.807720875352970324e-06	3.387268066406250000e+01	1.841366947807898669e-09	-2.799277032394797970e-09
-1.000000000000000000e+00	5.999999999994765076e-02	1.157864971901290119e-06	1.502439488376694499e-07	1.171898588836484123e-06	7.377184391021728516e+00	9.016961257657385431e-07	1.254156334340450485e-08	9.113644523495167959e-07	8.094968795776367188e-01	2.344525682929088362e-06	1.588402028573909774e-06	2.837661213561659679e-06	3.404156875610351562e+01	1.869089105710486365e-09	-2.795842002356607736e-09
-1.000000000000000000e+00	6.999999999994743760e-02	1.177679791908303741e-06	1.560106994702437078e-07	1.190820739793707617e-06	7.533799171447753906e+00	9.140030670096166432e-07	1.957789308448809606e-08	9.187724572257138789e-07	1.181781411170959473e+00	2.404088718321872875e-06	1.601475560164544731e-06	2.897538252000231296e-06	3.354288864135742188e+01	1.899719048736869809e-09	-2.797877041160745648e-09
-1.000000000000000000e+00	7.999999999994722444e-02	1.202061184812919237e-06	1.598216670117835747e-07	1.218086140397645067e-06	7.544686317443847656e+00	9.496495749772293493e-07	-9.991228955286146629e-10	9.606254707250627689e-07	-1.491491198539733887e-01	2.448331770210643299e-06	1.606404111953452229e-06	2.930857590399682522e-06	3.323666000366210938e+01	1.927271009449782468e-09	-2.799106058049005696e-09
-1.000000000000000000e+00	8.999999999994701128e-02	1.237866399605991319e-06	1.611940803059042082e-07	1.255189317816984840e-06	7.375827312469482422e+00	1.027688426802342292e-06	-7.069856255981221693e-09	1.036189473779813852e-06	-4.083377420902252197e-01	2.472116193530382589e-06	1.617050315871892963e-06	2.960797473861020990e-06	3.310414123535156250e+01	1.955078987592173689e-09	-2.795458087234692357e-09
-1.000000000000000000e+00	9.999999999994679811e-02	1.283598066947888583e-06	1.652777399385740864e-07	1.302935856983822305e-06	7.279231071472167969e+00	1.088605927179742139e-06	-6.642938199519221598e-09	1.102950818676617928e-06	-3.760582208633422852e-01	2.556196704972535372e-06	1.647830913498182781e-06	3.059471509914146736e-06	3.259664916992187500e+01	1.982128017274931153e-09	-2.783544061912834877e-09
-1.000000000000000000e+00	1.099999999999465849e-01	1.332832198386313394e-06	1.672491549697951996e-07	1.352568915535812266e-06	7.097116470336914062e+00	1.165851358564395923e-06	-1.875311284038616577e-08	1.175515080831246451e-06	-9.433088302612304688e-01	2.682743570403545164e-06	1.708833224256522954e-06	3.198392278136452660e-06	3.233707427978515625e+01	2.012882971413887390e-09	-2.780532026847026827e-09
-1.000000000000000000e+00	1.199999999999463718e-01	1.382149093842599541e-06	1.735858745632867794e-07	1.400967107656470034e-06	7.129638195037841797e+00	1.224745915351377334e-06	-4.627705152415728662e-08	1.237700303136080038e-06	-2.240016937255859375e+00	2.780737986540771089e-06	1.747644773786305450e-06	3.295166834504925646e-06	3.201242065429687500e+01	2.038962110262332317e-09	-2.787742037213547519e-09
-1.000000000000000000e+00	1.299999999999461586e-01	1.427145434718113393e-06	1.806713783025770681e-07	1.445577595404756721e-06	7.181668758392333984e+00	1.298526854043302592e-06	-6.646067163273983169e-08	1.305768478232494090e-06	-2.903579711914062500e+00	2.851031922546098940e-06	1.717049826766015030e-06	3.336193685754551552e-06	3.090262413024902344e+01	2.064534987411548173e-09	-2.776292973294403055e-09
-1.000000000000000000e+00	1.399999999999459455e-01	1.470277652515505906e-06	1.833401910289467196e-07	1.488951170358632226e-06	7.066535949707031250e+00	1.348652858723653480e-06	-1.170560803842590758e-08	1.359031557512935251e-06	-4.411567747592926025e-01	2.901810603361809626e-06	1.680609784671105444e-06	3.358670483066816814e-06	3.002576446533203125e+01	2.095839946036903712e-09	-2.777267971154628867e-09
-1.000000000000000000e+00	1.499999999999457323e-01	1.514712835160025861e-06	1.852289130965800723e-07	1.533850081614218652e-06	6.936208724975585938e+00	1.408318553330900613e-06	-3.641769907858360966e-08	1.418058445779024623e-06	-1.440049648284912109e+00	2.943965910162660293e-06	1.755356151988962665e-06	3.439338797761593014e-06	3.081300354003906250e+01	2.122761966205644057e-09	-2.775107033059498463e-09
-1.000000000000000000e+00	1.599999999999455191e-01	1.564385115671029780e-06	1.875981894272626960e-07	1.584845790603139903e-06	6.805917739868164062e+00	1.487177769377012737e-06	-1.732483667638007319e-08	1.502081886428641155e-06	-6.089335083961486816e-01	3.059808477701153606e-06	1.949927991518052295e-06	3.656699618659331463e-06	3.235406875610351562e+01	2.150315037141581342e-09	-2.775699003976228596e-09
-1.000000000000000000e+00	1.699999999999453060e-01	1.626189941816846840e-06	1.953251853592519183e-07	1.650032686484337319e-06	6.802486896514892578e+00	1.605429702067340259e-06	5.668402192071653189e-09	1.624621631890477147e-06	1.509403437376022339e-01	3.270077968409168534e-06	2.132007693944615312e-06	3.935187578463228419e-06	3.284365081787109375e+01	2.178794922258475708e-09	-2.774640073255341122e-09
-1.000000000000000000e+00	1.799999999999450928e-01	1.708310264803003520e-06	2.039015498667140491e-07	1.736190370138501748e-06	6.745502948760986328e+00	1.709452476461592596e-06	-1.554116835222885129e-08	1.720582417874538805e-06	-4.803979396820068359e-01	3.485971319605596364e-06	2.189811311836820096e-06	4.143038950132904574e-06	3.187914085388183594e+01	2.204326943200385358e-09	-2.775573104685236103e-09
-1.000000000000000000e+00	1.899999999999448796e-01	1.806297973416803870e-06	2.102539156112470664e-07	1.834692170632479247e-06	6.583992958068847656e+00	1.772468635863333475e-06	1.613795874710888256e-09	1.781366222530778032e-06	9.557311981916427612e-02	3.663710003820597194e-06	2.193018872276297770e-06	4.294966402085265145e-06	3.069913673400878906e+01	2.233355944625259326e-09	-2.771884055619011633e-09
-1.000000000000000000e+00	1.999999999999446665e-01	1.907584874061285518e-06	2.203144333634554641e-07	1.935711452460964210e-06	6.541575908660888672e+00	1.870199412223882973e-06	2.051666569968801923e-08	1.887962184810021427e-06	6.463100314140319824e-01	3.852635927614755929e-06	2.292671979375882074e-06	4.516709395829821005e-06	3.057310295104980469e+01	2.260192033531893685e-09	-2.773407947742612123e-09
-1.000000000000000000e+00	2.099999999999444533e-01	2.010235448324237950e-06	2.305895350218634121e-07	2.040619165200041607e-06	6.491291999816894531e+00	1.967156777027412318e-06	1.267120364190077453e-08	1.988284111575921997e-06	3.437173068523406982e-01	4.104614163225051016e-06	2.482109721313463524e-06	4.841527243115706369e-06	3.092704963684082031e+01	2.285555078529455386e-09	-2.766284978861222044e-09
-1.000000000000000000e+00	2.199999999999442402e-01	2.115684083037194796e-06	2.389423627846554155e-07	2.148536850654636510e-06	6.393031120300292969e+00	2.093334842356853187e-06	-6.368011451485244834e-09	2.110024070134386420e-06	-2.256643176078796387e-01	4.437672487256349996e-06	2.673621565918438137e-06	5.239577149040997028e-06	3.075167083740234375e+01	2.313657043728767349e-09	-2.767601037234612704e-09
-1.000000000000000000e+00	2.299999999999440270e-01	2.236368118246900849e-06	2.474919256201246753e-07	2.271086714245029725e-06	6.261082649230957031e+00	2.196195282522239722e-06	-3.049895624940290872e-08	2.213092784586478956e-06	-7.802910804748535156e-01	4.833801540371496230e-06	2.876741064028465189e-06	5.686600616172654554e-06	3.045739173889160156e+01	2.346477012693526376e-09	-2.761747941448788879e-09
-1.000000000000000000e+00	2.399999999999438138e-01	2.381108743065851741e-06	2.599597337393788621e-07	2.421901626803446561e-06	6.168190002441406250e+00	2.332918484171386808e-06	-2.129897680447356834e-08	2.365689624639344402e-06	-4.812158346176147461e-01	5.264126230031251907e-06	3.150952124997274950e-06	6.200146799528738484e-06	3.063039779663085938e+01	2.373315988180024760e-09	-2.761026962616597302e-09
-1.000000000000000000e+00	2.499999999999436007e-01	2.555043465690687299e-06	2.784066168715071399e-07	2.602749873403809033e-06	6.150784492492675781e+00	2.542673882999224588e-06	-1.299530349996302903e-08	2.590767962828977033e-06	-3.671295046806335449e-01	5.751479420723626390e-06	3.487953790681785904e-06	6.808756097598234192e-06	3.090659904479980469e+01	2.396908893587124112e-09	-2.754708905428060461e-09
-1.000000000000000000e+00	2.599999999999433875e-01	2.785583774311817251e-06	2.987266043419367634e-07	2.845122253347653896e-06	6.032872200012207031e+00	2.836165776898269542e-06	-4.768297756641004526e-08	2.891061740228906274e-06	-9.529155492782592773e-01	6.381680123013211414e-06	3.849555923807201907e-06	7.561387064924929291e-06	3.068093681335449219e+01	2.428337975146632743e-09	-2.757168049427605183e-09
-1.000000000000000000e+00	2.699999999999431743e-01	3.092149199801497161e-06	3.172137326146184932e-07	3.168798684782814234e-06	5.743343830108642578e+00	3.183697572239907458e-06	-7.259622947231036960e-08	3.246776941523421556e-06	-1.307339072227478027e+00	7.197359991550911218e-06	4.251875907357316464e-06	8.505273399350699037e-06	3.008512115478515625e+01	2.455639913634399818e-09	-2.751274097434475152e-09
-1.000000000000000000e+00	2.799999999999429612e-01	3.511072236506151967e-06	3.246613005103426985e-07	3.602453034545760602e-06	5.153406620025634766e+00	3.605155143304727972e-06	-1.352593415049341274e-07	3.682470151034067385e-06	-2.157111883163452148e+00	8.263077688752673566e-06	4.768402504851110280e-06	9.716863132780417800e-06	2.947290420532226562e+01	2.483067085279344610e-09	-2.746610050508024869e-09
-1.000000000000000000e+00	2.899999999999427480e-01	4.071293915330898017e-06	3.186598576121468795e-07	4.206760877423221245e-06	4.316824436187744141e+00	4.138608801440568641e-06	-2.294249981105167535e-07	4.271189936844166368e-06	-3.142327547073364258e+00	9.626936844142619520e-06	5.388289991969941184e-06	1.130748296418460086e-05	2.858028602600097656e+01	2.513824037819745172e-09	-2.736814108672547263e-09
-1.000000000000000000e+00	2.999999999999425349e-01	4.882805114903021604e-06	3.232061942526343046e-07	5.046715159551240504e-06	3.665186882019042969e+00	4.940779035678133368e-06	-2.879977500924724154e-07	5.134158982400549576e-06	-3.240081071853637695e+00	1.158107988885603845e-05	6.163497801026096568e-06	1.349867761746281758e-05	2.725960159301757812e+01	2.539229049247637704e-09	-2.739612980917627283e-09
-1.000000000000000000e+00	3.099999999999423217e-01	6.037798357283463702e-06	3.425851673455326818e-07	6.278055479924660176e-06	3.111043691635131836e+00	6.247104465728625655e-06	-3.766537020055693574e-07	6.583679805771680549e-06	-3.345684289932250977e+00	1.440255437046289444e-05	7.330399967031553388e-06	1.667978540353942662e-05	2.618675613403320312e+01	2.564336964994140544e-09	-2.736644022505174689e-09
-1.000000000000000000e+00	3.199999999999421085e-01	7.952088708407245576e-06	3.762983169508515857e-07	8.433180482825264335e-06	2.557139158248901367e+00	8.476889888697769493e-06	-5.737960577789635863e-07	8.974316187959630042e-06	-3.708569049835205078e+00	1.836504816310480237e-05	9.190129276248626411e-06	2.121671423083171248e-05	2.583474540710449219e+01	2.596147075095700529e-09	-2.734863890907490713e-09
-1.000000000000000000e+00	3.299999999999418954e-01	1.191828778246417642e-05	4.951067467118264176e-07	1.271424844162538648e-05	2.250639438629150391e+00	1.190142938867211342e-05	-7.805787731740565505e-07	1.249589149665553123e-05	-3.604445934295654297e+00	2.337120349693577737e-05	1.165295452665304765e-05	2.695390321605373174e-05	2.577360343933105469e+01	2.621932893021039490e-09	-2.729098946829822125e-09
-1.000000000000000000e+00	3.399999999999416822e-01	1.648824763833545148e-05	6.934628231647366192e-07	1.695869286777451634e-05	2.358119487762451172e+00	1.524049366707913578e-05	-9.377584433423180599e-07	1.565028833283577114e-05	-3.432504653930664062e+00	2.904282155213877559e-05	1.428301402484066784e-05	3.316418224130757153e-05	2.560636901855468750e+01	2.647716934589539051e-09	-2.737452931000916578e-09
-1.000000000000000000e+00	3.499999999999414690e-01	1.790996066119987518e-05	8.256197929767949972e-07	1.786531720426864922e-05	2.663713932037353516e+00	1.663472903601359576e-05	-9.281964139518095180e-07	1.667041033215355128e-05	-3.180542230606079102e+00	3.363989890203811228e-05	1.622590752958785743e-05	3.780486440518870950e-05	2.546332359313964844e+01	2.681042055030502524e-09	-2.722482905781475893e-09
-1.000000000000000000e+00	3.599999999999412559e-01	1.672141115705017000e-05	8.882716997504758183e-07	1.638813409954309464e-05	3.121095895767211914e+00	1.595047251612413675e-05	-8.265741939794679638e-07	1.570241147419437766e-05	-2.978932380676269531e+00	3.492508767521940172e-05	1.662695831328164786e-05	3.844467573799192905e-05	2.560050773620605469e+01	2.706785018347090954e-09	-2.722017944378762877e-09
-1.000000000000000000e+00	3.699999999999410427e-01	1.437150785932317376e-05	8.822613040138094220e-07	1.396649258822435513e-05	3.631923913955688477e+00	1.399019947712076828e-05	-5.923994308432156686e-07	1.361681370326550677e-05	-2.438085317611694336e+00	3.156208185828290880e-05	1.507717479398706928e-05	3.414025195525027812e-05	2.613075828552246094e+01	2.730546899698538255e-09	-2.715869085179178910e-09
-1.000000000000000000e+00	3.799999999999408296e-01	1.191113915410824120e-05	8.359015737369190902e-07	1.152980257757008076e-05	4.159971237182617188e+00	1.175572106149047613e-05	-3.490448250431654742e-07	1.136342689278535545e-05	-1.699463725090026855e+00	2.526571006455924362e-05	1.235185754921985790e-05	2.708938336581923068e-05	2.691349983215332031e+01	2.759575901123412223e-09	-2.716588953788345862e-09
-1.000000000000000000e+00	3.899999999999406164e-01	9.793771823751740158e-06	7.630550271642277949e-07	9.520281309960409999e-06	4.603914737701416016e+00	9.729125849844422191e-06	-2.152182361214727280e-07	9.425325515621807426e-06	-1.273111343383789062e+00	1.914737003971822560e-05	9.604465958545915782e-06	2.053843491012230515e-05	2.760443496704101562e+01	2.786832986600984441e-09	-2.711584956571755356e-09
-1.000000000000000000e+00	3.999999999999404032e-01	8.080184670689050108e-06	6.856263325971667655e-07	7.865655788918957114e-06	4.998251914978027344e+00	7.955647561175283045e-06	-1.356572028043956379e-07	7.721771908109076321e-06	-1.001259565353393555e+00	1.456312475056620315e-05	7.509251645387848839e-06	1.582101322128437459e-05	2.811842536926269531e+01	2.813880017882297579e-09	-2.717267966190206607e-09
-1.000000000000000000e+00	4.099999999999401901e-01	6.754446530976565555e-06	6.133028023214137647e-07	6.598235358978854492e-06	5.325158596038818359e+00	6.599289463338209316e-06	-7.781088839919902966e-08	6.403238330676686019e-06	-6.781079769134521484e-01	1.163363322120858356e-05	6.177025170472916216e-06	1.281872937397565693e-05	2.866494750976562500e+01	2.841139989939733823e-09	-2.716630920218676692e-09
-1.000000000000000000e+00	4.199999999999399769e-01	5.741680524806724861e-06	5.449913942356943153e-07	5.622161097562639043e-06	5.543277263641357422e+00	5.546942702494561672e-06	-4.583001356195381959e-08	5.405487627285765484e-06	-4.887939095497131348e-01	9.740324458107352257e-06	5.299493295751744881e-06	1.087208511307835579e-05	2.907896423339843750e+01	2.866292980741036445e-09	-2.712136959459598984e-09
-1.000000000000000000e+00	4.299999999999397637e-01	4.961669219483155757e-06	4.876681032328633592e-07	4.870673819823423401e-06	5.727024555206298828e+00	4.726386123365955427e-06	-6.462112622784843552e-08	4.601439741236390546e-06	-8.154135942459106445e-01	8.458874617645051330e-06	4.618880666384939104e-06	9.472890269535128027e-06	2.904523468017578125e+01	2.899029016845133810e-09	-2.709040103354709572e-09
-1.000000000000000000e+00	4.399999999999395506e-01	4.336077381594805047e-06	4.371129307401133701e-07	4.269526471034623682e-06	5.862595558166503906e+00	4.070569957548286766e-06	-4.017502419628726784e-08	3.982465841545490548e-06	-5.276184082031250000e-01	7.512298452638788149e-06	4.068466751050436869e-06	8.418974175583571196e-06	2.880484580993652344e+01	2.924855024843964202e-09	-2.702978063595651292e-09
-1.000000000000000000e+00	4.499999999999393374e-01	3.851375367958098650e-06	3.967367376844777027e-07	3.803598019658238627e-06	5.980537414550781250e+00	3.573017920643906109e-06	-2.997592218889622018e-08	3.496430508675985038e-06	-5.005606412887573242e-01	6.792869498895015568e-06	3.715874527188134380e-06	7.649105100426822901e-06	2.902992057800292969e+01	2.953252975501641231e-09	-2.697507106574903446e-09
-1.000000000000000000e+00	4.599999999999391243e-01	3.456954345892881975e-06	3.624245721312036039e-07	3.416645768083981238e-06	6.075295925140380859e+00	3.148763880744809285e-06	-1.905486080033824692e-08	3.087733375650714152e-06	-3.590340018272399902e-01	6.205974841577699408e-06	3.503070274746278301e-06	7.045383426884654909e-06	2.978720283508300781e+01	2.979795077351354848e-09	-2.694283907089811692e-09
-1.000000000000000000e+00	4.699999999999389111e-01	3.151030341541627422e-06	3.310606189188547432e-07	3.124243903585011140e-06	6.068646907806396484e+00	2.853258138202363625e-06	3.185123498283815024e-09	2.807305691021610983e-06	9.870988875627517700e-02	5.728085852751974016e-06	3.325751777083496563e-06	6.556771040777675807e-06	3.043400573730468750e+01	3.006042081921123099e-09	-2.692249090330278705e-09
-1.000000000000000000e+00	4.799999999999386979e-01	2.896540081565035507e-06	3.087513391619722825e-07	2.872307504730997607e-06	6.162360668182373047e+00	2.594174702608142979e-06	1.557916462502362265e-08	2.557148718551616184e-06	3.849682509899139404e-01	5.304517799231689423e-06	3.133157861157087609e-06	6.099972779338713735e-06	3.085716056823730469e+01	3.033594042634035759e-09	-2.692883915855759369e-09
-1.000000000000000000e+00	4.899999999999384848e-01	2.671679339982802048e-06	2.936549776677566115e-07	2.657143568285391666e-06	6.340745925903320312e+00	2.400932771706720814e-06	4.058182767607831920e-08	2.368352397752460092e-06	9.799066781997680664e-01	4.928183898300630972e-06	2.961080781460623257e-06	5.698465884051984176e-06	3.126391601562500000e+01	3.061108033719506238e-09	-2.699839907194245825e-09
-1.000000000000000000e+00	4.999999999999382716e-01	2.493991814844775945e-06	2.753645276243332773e-07	2.482823674654355273e-06	6.358229637145996094e+00	2.225267962785437703e-06	3.536045767305040499e-08	2.204154952778480947e-06	9.565867185592651367e-01	4.630215244105784222e-06	2.823318027367349714e-06	5.387263627198990434e-06	3.157054519653320312e+01	3.088115096971932871e-09	-2.697210010893513754e-09
-1.000000000000000000e+00	5.099999999999380584e-01	2.350690465391380712e-06	2.628431161610933486e-07	2.345055463592871092e-06	6.430476188659667969e+00	2.101736754411831498e-06	4.832000044530104788e-08	2.091574515361571684e-06	1.335250616073608398e+00	4.405102117743808776e-06	2.701291123230475932e-06	5.142789632373023778e-06	3.166703414916992188e+01	3.111791935239693885e-09	-2.697210899071933454e-09
-1.000000000000000000e+00	5.199999999999378453e-01	2.238433125967276283e-06	2.525054298985196510e-07	2.235533429484348744e-06	6.481104850769042969e+00	2.052618810921558179e-06	4.361942629316217790e-08	2.038284492300590500e-06	1.222945332527160645e+00	4.227834324410650879e-06	2.590173835415043868e-06	4.935202468914212659e-06	3.161996841430664062e+01	3.140651072541800204e-09	-2.690679012928853808e-09
-1.000000000000000000e+00	5.299999999999376321e-01	2.147662826246232726e-06	2.442486675136024132e-07	2.147582335965125822e-06	6.519459724426269531e+00	1.960002009582240134e-06	5.737021879781423195e-08	1.946434167621191591e-06	1.620233416557312012e+00	4.074162006872938946e-06	2.477780071785673499e-06	4.747320417664013803e-06	3.141546249389648438e+01	3.169638995714763041e-09	-2.687456035488366979e-09
-1.000000000000000000e+00	5.399999999999374189e-01	2.065292164843413047e-06	2.331331643290468492e-07	2.065333546852343716e-06	6.467369079589843750e+00	1.904569785438070539e-06	3.538728066132534877e-08	1.901069140330946539e-06	1.018188238143920898e+00	3.937241672247182578e-06	2.374302766838809475e-06	4.576018909574486315e-06	3.121559143066406250e+01	3.194200903777755229e-09	-2.681056043840612801e-09
-1.000000000000000000e+00	5.499999999999372058e-01	1.986596089409431443e-06	2.220064629909757059e-07	1.986176357604563236e-06	6.405629634857177734e+00	1.851618549153499771e-06	1.039356045673400786e-09	1.837469994825369213e-06	2.003465220332145691e-02	3.784013870244962163e-06	2.281232355016982183e-06	4.394054030854022130e-06	3.125202178955078125e+01	3.223650901773567057e-09	-2.685252908918300818e-09
-1.000000000000000000e+00	5.599999999999369926e-01	1.913881533255334944e-06	2.110608079419762362e-07	1.912741481646662578e-06	6.323997020721435547e+00	1.746542920955107547e-06	2.139508836762615829e-08	1.730818212308804505e-06	7.245122790336608887e-01	3.624599003160255961e-06	2.226186779807903804e-06	4.231495950079988688e-06	3.174755477905273438e+01	3.249055913201459589e-09	-2.679529043092543361e-09
-1.000000000000000000e+00	5.699999999999367795e-01	1.842981760091788601e-06	2.044938725020983838e-07	1.843447535065934062e-06	6.369451999664306641e+00	1.665171453169023152e-06	3.616288779539900133e-08	1.655934283917304128e-06	1.263181924819946289e+00	3.491981487968587317e-06	2.209429794675088488e-06	4.116328909731237218e-06	3.246010589599609375e+01	3.276567017707066043e-09	-2.680502930729744548e-09
-1.000000000000000000e+00	5.799999999999365663e-01	1.783248990250285715e-06	2.020977660777134588e-07	1.784922460501547903e-06	6.497015476226806641e+00	1.586893290550506208e-06	2.340451032978307921e-08	1.574558268657710869e-06	7.438980937004089355e-01	3.396575493752607144e-06	2.149468855350278318e-06	4.005565642728470266e-06	3.237314605712890625e+01	3.306098950162095207e-09	-2.673337995418023638e-09
-1.000000000000000000e+00	5.899999999999363531e-01	1.723420041344070341e-06	1.940399556588090491e-07	1.724685375847911928e-06	6.454562187194824219e+00	1.501603605902346317e-06	7.740408314305113890e-09	1.486615246903966181e-06	2.723008692264556885e-01	3.318364406368345954e-06	2.038391812675399706e-06	3.881331394950393587e-06	3.160112762451171875e+01	3.332603082384366644e-09	-2.669775067687396586e-09
-1.000000000000000000e+00	5.999999999999361400e-01	1.669337734711007215e-06	1.874976049975884962e-07	1.672002440500364173e-06	6.435499668121337891e+00	1.437071773580100853e-06	2.235174406672868486e-10	1.432266344636445865e-06	5.135277658700942993e-02	3.223905878257937729e-06	1.950296791619621217e-06	3.752464863282511942e-06	3.128688240051269531e+01	3.359565070581993496e-09	-2.674396926138911113e-09
-1.000000000000000000e+00	6.099999999999359268e-01	1.624084347895404790e-06	1.814157002399952034e-07	1.627290544092829805e-06	6.383704185485839844e+00	1.400915607518982142e-06	1.390054915617611186e-08	1.391661839988955762e-06	6.558108329772949219e-01	3.117876076430547982e-06	1.903217480503371917e-06	3.639320311776828021e-06	3.151324081420898438e+01	3.387373048724384716e-09	-2.665407894397731070e-09
-1.000000000000000000e+00	6.199999999999357136e-01	1.582000550115481019e-06	1.724660450008741464e-07	1.583951757311297115e-06	6.252435207366943359e+00	1.343067083325877320e-06	4.957616894785132899e-08	1.334358557869563811e-06	2.191529273986816406e+00	3.037253236470860429e-06	1.862881390479742549e-06	3.553044507498270832e-06	3.159078598022460938e+01	3.413620053294152967e-09	-2.668800069827170773e-09
-1.000000000000000000e+00	6.299999999999355005e-01	1.540761672913504299e-06	1.716546904617644032e-07	1.543502548884134740e-06	6.386602401733398438e+00	1.302027044403075706e-06	8.375197779741938575e-08	1.302035570915904827e-06	3.732119560241699219e+00	2.986514800795703195e-06	1.813186941035382915e-06	3.487532012513838708e-06	3.129369544982910156e+01	3.439236007096724279e-09	-2.666679099760926874e-09
-1.000000000000000000e+00	6.399999999999352873e-01	1.499408540439617354e-06	1.704119227952105575e-07	1.502602799519081600e-06	6.509808540344238281e+00	1.304642296418023761e-06	5.204156749982757901e-08	1.310168045165482908e-06	2.169491767883300781e+00	2.940336116807884537e-06	1.774080260474875104e-06	3.424807346164016053e-06	3.119130134582519531e+01	3.469361020691508202e-09	-2.663244069722736640e-09
-1.000000000000000000e+00	6.499999999999350742e-01	1.459463760511425789e-06	1.651391556833914365e-07	1.462107547922641970e-06	6.472819328308105469e+00	1.330630539086996578e-06	-2.921372921349529861e-09	1.331633484369376674e-06	-1.981728076934814453e-01	2.861765324269072153e-06	1.756558731358381920e-06	3.342973286635242403e-06	3.171287918090820312e+01	3.496195999375117935e-09	-2.661378006862946677e-09
-1.000000000000000000e+00	6.599999999999348610e-01	1.423502112629648764e-06	1.604117585429776227e-07	1.427612801307986956e-06	6.455906867980957031e+00	1.314615587943990249e-06	-2.776310026320061297e-08	1.304639340560242999e-06	-1.203388690948486328e+00	2.768768581518088467e-06	1.753798301251663361e-06	3.267237389081856236e-06	3.248683929443359375e+01	3.520842950521796411e-09	-2.660786035946216543e-09
-1.000000000000000000e+00	6.699999999999346478e-01	1.396107791151735000e-06	1.597926058138909866e-07	1.400788505634409375e-06	6.555594921112060547e+00	1.275135787182080094e-06	-4.654750895838333236e-08	1.267936795557034202e-06	-2.151816844940185547e+00	2.722082626860355958e-06	1.759971837600460276e-06	3.239670377297443338e-06	3.290536499023437500e+01	3.548733085168009893e-09	-2.659257924975122478e-09
-1.000000000000000000e+00	6.799999999999344347e-01	1.367070694868743885e-06	1.564778528972965432e-07	1.371227085655846167e-06	6.548277854919433594e+00	1.229077611242246348e-06	-5.651414980434310564e-08	1.220432295667706057e-06	-2.684701204299926758e+00	2.725001650105696172e-06	1.734718921397870872e-06	3.231691607652464882e-06	3.241099929809570312e+01	3.575066020999884131e-09	-2.650947017457383481e-09
-1.000000000000000000e+00	6.899999999999342215e-01	1.336303512289305218e-06	1.525327775198093150e-07	1.340176709163642954e-06	6.529544353485107422e+00	1.202787530019122642e-06	-5.299151339954732975e-08	1.206227466354903299e-06	-2.444558858871459961e+00	2.732572284003254026e-06	1.674637360338238068e-06	3.202505695298896171e-06	3.147654151916503906e+01	3.604432974313453997e-09	-2.647768004848671808e-09
-1.000000000000000000e+00	6.999999999999340083e-01	1.306457193095411640e-06	1.484155660591568449e-07	1.309658841819327790e-06	6.500511169433593750e+00	1.186533381769550033e-06	-4.286840749045950361e-08	1.176217665488366038e-06	-2.201930046081542969e+00	2.698391881494899280e-06	1.648032025514112320e-06	3.153481429762905464e-06	3.152785491943359375e+01	3.631732914399776746e-09	-2.639328977593891068e-09
